id,gateway_id,driver_id,ext_cam,int_cam,acceleration,incident_loc,tags
203,694,78,http://dummyimage.com/223x100.png/dddddd/000000,http://dummyimage.com/134x100.png/cc0000/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","37.045911, 111.831552",Distracted Driving
204,387,135,http://dummyimage.com/170x100.png/ff4444/ffffff,http://dummyimage.com/203x100.png/dddddd/000000,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","47.407461, -1.18752",Distracted Driving
205,158,748,http://dummyimage.com/160x100.png/cc0000/ffffff,http://dummyimage.com/153x100.png/cc0000/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","28.357764, 121.143873",Harsh Brake
206,938,445,http://dummyimage.com/233x100.png/ff4444/ffffff,http://dummyimage.com/235x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","30.862289, 103.915953",Harsh Turn
207,4,545,http://dummyimage.com/144x100.png/5fa2dd/ffffff,http://dummyimage.com/160x100.png/ff4444/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","14.49052, 44.13108",Speeding
208,939,630,http://dummyimage.com/224x100.png/cc0000/ffffff,http://dummyimage.com/205x100.png/ff4444/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","-12.5444681, -41.8402054",Crash
209,751,22,http://dummyimage.com/232x100.png/cc0000/ffffff,http://dummyimage.com/112x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","44.988449, 126.049702",Harsh Turn
210,47,723,http://dummyimage.com/238x100.png/ff4444/ffffff,http://dummyimage.com/114x100.png/ff4444/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","6.658614, -72.733351",Speeding
211,581,126,http://dummyimage.com/106x100.png/5fa2dd/ffffff,http://dummyimage.com/225x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","-6.81482, 106.40417",Harsh Brake
212,107,542,http://dummyimage.com/187x100.png/ff4444/ffffff,http://dummyimage.com/182x100.png/cc0000/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","48.7925732, -79.201011",Distracted Driving
213,116,148,http://dummyimage.com/217x100.png/cc0000/ffffff,http://dummyimage.com/162x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","41.068909, 122.949298",Harsh Accel
214,217,196,http://dummyimage.com/210x100.png/cc0000/ffffff,http://dummyimage.com/124x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","29.003994, 92.564016",Distracted Driving
215,766,891,http://dummyimage.com/200x100.png/5fa2dd/ffffff,http://dummyimage.com/146x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","32.99941, 35.81084",Harsh Turn
216,496,970,http://dummyimage.com/110x100.png/dddddd/000000,http://dummyimage.com/220x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","6.3524753, 124.9017692",Speeding
217,666,460,http://dummyimage.com/213x100.png/ff4444/ffffff,http://dummyimage.com/135x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","50.1267742, 15.1782064",Harsh Accel
218,46,282,http://dummyimage.com/151x100.png/ff4444/ffffff,http://dummyimage.com/116x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","57.690939, 11.9118588",Distracted Driving
219,132,970,http://dummyimage.com/176x100.png/5fa2dd/ffffff,http://dummyimage.com/166x100.png/ff4444/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","45.3639886, 5.5949365",Distracted Driving
220,959,100,http://dummyimage.com/121x100.png/cc0000/ffffff,http://dummyimage.com/233x100.png/cc0000/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","35.1654999, 45.9896078",Harsh Turn
221,889,564,http://dummyimage.com/212x100.png/ff4444/ffffff,http://dummyimage.com/140x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","45.347492, 130.642301",Speeding
222,962,228,http://dummyimage.com/209x100.png/dddddd/000000,http://dummyimage.com/201x100.png/dddddd/000000,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","31.2028365, 121.4379074",Harsh Accel
223,864,92,http://dummyimage.com/185x100.png/5fa2dd/ffffff,http://dummyimage.com/231x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","-12.5444681, -41.8402054",Harsh Turn
224,130,543,http://dummyimage.com/134x100.png/5fa2dd/ffffff,http://dummyimage.com/154x100.png/ff4444/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","12.5200531, 124.5372661",Harsh Brake
225,531,213,http://dummyimage.com/250x100.png/dddddd/000000,http://dummyimage.com/208x100.png/ff4444/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","31.2028365, 121.4379074",Harsh Brake
226,162,71,http://dummyimage.com/103x100.png/dddddd/000000,http://dummyimage.com/242x100.png/5fa2dd/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","-12.5444681, -41.8402054",Speeding
227,520,79,http://dummyimage.com/182x100.png/5fa2dd/ffffff,http://dummyimage.com/125x100.png/5fa2dd/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","-8.1101209, 112.3963638",Crash
228,944,679,http://dummyimage.com/168x100.png/dddddd/000000,http://dummyimage.com/187x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","30.862289, 103.915953",Distracted Driving
229,61,397,http://dummyimage.com/219x100.png/5fa2dd/ffffff,http://dummyimage.com/159x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","34.8554595, 35.8586671",Distracted Driving
230,370,228,http://dummyimage.com/224x100.png/cc0000/ffffff,http://dummyimage.com/174x100.png/5fa2dd/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","56.4177803, 21.8525134",Harsh Accel
231,720,210,http://dummyimage.com/104x100.png/ff4444/ffffff,http://dummyimage.com/106x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","41.2828507, -8.2869478",Crash
232,460,486,http://dummyimage.com/213x100.png/dddddd/000000,http://dummyimage.com/209x100.png/ff4444/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","15.6147646, -89.8052964",Harsh Accel
233,667,122,http://dummyimage.com/248x100.png/dddddd/000000,http://dummyimage.com/212x100.png/5fa2dd/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","0.845865, 108.8796091",Crash
234,312,348,http://dummyimage.com/142x100.png/cc0000/ffffff,http://dummyimage.com/202x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","59.615642, 30.1696437",Harsh Turn
235,773,661,http://dummyimage.com/208x100.png/5fa2dd/ffffff,http://dummyimage.com/242x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","51.0176058, 15.677587",Harsh Brake
236,471,580,http://dummyimage.com/195x100.png/5fa2dd/ffffff,http://dummyimage.com/121x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","45.129308, -76.1423766",Harsh Brake
237,358,883,http://dummyimage.com/241x100.png/5fa2dd/ffffff,http://dummyimage.com/240x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","40.1122778, -7.121411",Harsh Brake
238,122,722,http://dummyimage.com/191x100.png/cc0000/ffffff,http://dummyimage.com/148x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","49.5255788, 18.3904377",Crash
239,650,848,http://dummyimage.com/247x100.png/5fa2dd/ffffff,http://dummyimage.com/141x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","31.032243, 121.227747",Crash
240,937,496,http://dummyimage.com/192x100.png/ff4444/ffffff,http://dummyimage.com/172x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","59.6742944, 29.8519956",Crash
241,194,115,http://dummyimage.com/186x100.png/5fa2dd/ffffff,http://dummyimage.com/186x100.png/cc0000/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","-21.9929318, -49.4547036",Harsh Turn
242,837,466,http://dummyimage.com/245x100.png/dddddd/000000,http://dummyimage.com/232x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","15.44485, 120.86256",Crash
243,576,466,http://dummyimage.com/233x100.png/ff4444/ffffff,http://dummyimage.com/144x100.png/5fa2dd/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","50.8667699, 18.828601",Harsh Brake
244,661,423,http://dummyimage.com/116x100.png/ff4444/ffffff,http://dummyimage.com/109x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","-42.7700601, -65.0306302",Distracted Driving
245,272,676,http://dummyimage.com/160x100.png/5fa2dd/ffffff,http://dummyimage.com/105x100.png/5fa2dd/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","18.3549366, -99.5360598",Harsh Accel
246,468,783,http://dummyimage.com/215x100.png/5fa2dd/ffffff,http://dummyimage.com/180x100.png/dddddd/000000,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","-6.9163257, 107.7192104",Harsh Accel
247,939,834,http://dummyimage.com/203x100.png/dddddd/000000,http://dummyimage.com/205x100.png/cc0000/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","19.6740066, 97.2113605",Crash
248,103,870,http://dummyimage.com/188x100.png/cc0000/ffffff,http://dummyimage.com/238x100.png/cc0000/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","51.3869562, 6.1704266",Harsh Turn
249,817,471,http://dummyimage.com/223x100.png/cc0000/ffffff,http://dummyimage.com/101x100.png/dddddd/000000,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","50.6881144, 32.3370869",Harsh Brake
250,513,921,http://dummyimage.com/203x100.png/ff4444/ffffff,http://dummyimage.com/160x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","26.312444, 99.850365",Speeding
251,476,605,http://dummyimage.com/182x100.png/ff4444/ffffff,http://dummyimage.com/187x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","63.4416393, 25.6450741",Harsh Turn
252,350,753,http://dummyimage.com/207x100.png/dddddd/000000,http://dummyimage.com/170x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","-9.6498487, -35.7089492",Harsh Turn
253,3,256,http://dummyimage.com/174x100.png/ff4444/ffffff,http://dummyimage.com/189x100.png/ff4444/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","3.0993181, 101.5915092",Harsh Accel
254,520,860,http://dummyimage.com/224x100.png/cc0000/ffffff,http://dummyimage.com/122x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","-2.9252, 119.9413",Crash
255,61,479,http://dummyimage.com/180x100.png/5fa2dd/ffffff,http://dummyimage.com/111x100.png/cc0000/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","61.2323264, 7.1061441",Crash
256,178,155,http://dummyimage.com/113x100.png/5fa2dd/ffffff,http://dummyimage.com/162x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","-37.9867271, -57.6075687",Distracted Driving
257,550,964,http://dummyimage.com/203x100.png/ff4444/ffffff,http://dummyimage.com/114x100.png/cc0000/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","23.7077947, 120.5409089",Distracted Driving
258,101,585,http://dummyimage.com/225x100.png/cc0000/ffffff,http://dummyimage.com/166x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","-2.6778303, 118.887477",Distracted Driving
259,294,405,http://dummyimage.com/164x100.png/ff4444/ffffff,http://dummyimage.com/205x100.png/cc0000/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","47.3016629, 38.9325712",Speeding
260,990,901,http://dummyimage.com/218x100.png/cc0000/ffffff,http://dummyimage.com/207x100.png/cc0000/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","43.7359241, 7.4171811",Distracted Driving
261,302,951,http://dummyimage.com/149x100.png/cc0000/ffffff,http://dummyimage.com/237x100.png/ff4444/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","57.690939, 11.9118588",Harsh Accel
262,407,167,http://dummyimage.com/236x100.png/cc0000/ffffff,http://dummyimage.com/160x100.png/dddddd/000000,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","-6.1179866, 106.5760857",Harsh Turn
263,922,88,http://dummyimage.com/199x100.png/cc0000/ffffff,http://dummyimage.com/233x100.png/cc0000/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","-0.0632715, 32.0837445",Speeding
264,512,706,http://dummyimage.com/133x100.png/ff4444/ffffff,http://dummyimage.com/248x100.png/cc0000/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","29.8572576, 59.9739243",Harsh Turn
265,584,317,http://dummyimage.com/226x100.png/5fa2dd/ffffff,http://dummyimage.com/193x100.png/5fa2dd/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","10.029192, 105.8525154",Harsh Accel
266,19,719,http://dummyimage.com/173x100.png/ff4444/ffffff,http://dummyimage.com/211x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","56.4177803, 21.8525134",Crash
267,517,907,http://dummyimage.com/212x100.png/5fa2dd/ffffff,http://dummyimage.com/192x100.png/5fa2dd/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","34.9970064, 135.8766947",Harsh Turn
268,804,563,http://dummyimage.com/102x100.png/cc0000/ffffff,http://dummyimage.com/178x100.png/cc0000/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","23.7077947, 120.5409089",Speeding
269,336,163,http://dummyimage.com/168x100.png/dddddd/000000,http://dummyimage.com/236x100.png/cc0000/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","31.869937, 35.065202",Harsh Brake
270,716,20,http://dummyimage.com/136x100.png/dddddd/000000,http://dummyimage.com/234x100.png/dddddd/000000,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","28.55386, 112.35518",Harsh Turn
271,191,65,http://dummyimage.com/179x100.png/ff4444/ffffff,http://dummyimage.com/113x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","24.348365, 105.759939",Harsh Accel
272,385,49,http://dummyimage.com/181x100.png/dddddd/000000,http://dummyimage.com/147x100.png/dddddd/000000,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","55.40776, 38.66261",Harsh Turn
273,489,920,http://dummyimage.com/180x100.png/dddddd/000000,http://dummyimage.com/233x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","-9.1015826, 160.147069",Crash
274,468,992,http://dummyimage.com/150x100.png/cc0000/ffffff,http://dummyimage.com/228x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","47.01741, 87.68753",Harsh Brake
275,929,548,http://dummyimage.com/118x100.png/5fa2dd/ffffff,http://dummyimage.com/142x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","40.5974058, 19.8082799",Crash
276,373,818,http://dummyimage.com/232x100.png/dddddd/000000,http://dummyimage.com/178x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","-33.0061376, -60.6722815",Crash
277,941,514,http://dummyimage.com/228x100.png/ff4444/ffffff,http://dummyimage.com/119x100.png/dddddd/000000,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","35.23251, 69.37719",Speeding
278,733,292,http://dummyimage.com/210x100.png/dddddd/000000,http://dummyimage.com/137x100.png/cc0000/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","26.312444, 99.850365",Distracted Driving
279,267,371,http://dummyimage.com/157x100.png/ff4444/ffffff,http://dummyimage.com/168x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","35.5916647, 37.0051383",Harsh Brake
280,723,604,http://dummyimage.com/240x100.png/5fa2dd/ffffff,http://dummyimage.com/160x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","31.2028365, 121.4379074",Harsh Brake
281,694,346,http://dummyimage.com/228x100.png/dddddd/000000,http://dummyimage.com/248x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","40.9724628, -8.4980252",Harsh Brake
282,236,79,http://dummyimage.com/157x100.png/dddddd/000000,http://dummyimage.com/128x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","27.861901, 83.5443287",Harsh Turn
283,191,704,http://dummyimage.com/175x100.png/cc0000/ffffff,http://dummyimage.com/180x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","46.64635, 131.158416",Harsh Accel
284,732,25,http://dummyimage.com/218x100.png/5fa2dd/ffffff,http://dummyimage.com/121x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","39.4582827, -31.1338071",Harsh Accel
285,236,154,http://dummyimage.com/124x100.png/cc0000/ffffff,http://dummyimage.com/136x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","49.6933676, 14.0095887",Harsh Turn
286,39,788,http://dummyimage.com/107x100.png/ff4444/ffffff,http://dummyimage.com/223x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","13.7060822, 107.0303221",Harsh Brake
287,390,89,http://dummyimage.com/140x100.png/dddddd/000000,http://dummyimage.com/224x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","28.460473, 117.690148",Harsh Turn
288,636,57,http://dummyimage.com/122x100.png/cc0000/ffffff,http://dummyimage.com/216x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","34.414961, 115.656339",Distracted Driving
289,945,478,http://dummyimage.com/189x100.png/dddddd/000000,http://dummyimage.com/216x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","49.9749295, 82.6017244",Distracted Driving
290,354,218,http://dummyimage.com/139x100.png/ff4444/ffffff,http://dummyimage.com/238x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","14.2038203, 121.1457666",Harsh Accel
291,947,569,http://dummyimage.com/163x100.png/dddddd/000000,http://dummyimage.com/246x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","36.650038, 101.766228",Harsh Turn
292,322,619,http://dummyimage.com/113x100.png/cc0000/ffffff,http://dummyimage.com/171x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","35.7948809, -78.505857",Harsh Brake
293,804,886,http://dummyimage.com/143x100.png/cc0000/ffffff,http://dummyimage.com/236x100.png/dddddd/000000,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","0.3642599, 108.954903",Harsh Accel
294,121,54,http://dummyimage.com/165x100.png/cc0000/ffffff,http://dummyimage.com/208x100.png/5fa2dd/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","46.75, 103.51667",Speeding
295,683,289,http://dummyimage.com/133x100.png/5fa2dd/ffffff,http://dummyimage.com/149x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","61.126827, 10.4388999",Harsh Accel
296,161,459,http://dummyimage.com/236x100.png/dddddd/000000,http://dummyimage.com/245x100.png/cc0000/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","50.6881144, 32.3370869",Distracted Driving
297,153,967,http://dummyimage.com/135x100.png/5fa2dd/ffffff,http://dummyimage.com/177x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","46.791555, 15.379192",Crash
